run,file,stage,stage_lp,iteration,step,pairs,pct,class
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,70,0,2843772,71.932,identical
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,70,1,1076956,27.241,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,70,2,32284,0.817,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,70,3,426,0.011,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,71,0,2801160,71.115,identical
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,71,1,1102462,27.989,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,71,2,34868,0.885,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,71,3,408,0.01,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,72,0,2855118,72.088,identical
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,72,1,1071904,27.064,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,72,2,33034,0.834,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,72,3,520,0.013,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,73,0,2910258,73.108,identical
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,73,1,1038972,26.1,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,73,2,30784,0.773,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,73,3,742,0.019,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,74,0,2922914,73.441,identical
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,74,1,1022550,25.692,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,74,2,33864,0.851,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,74,3,636,0.016,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,74,4,2,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,75,0,2958344,74.053,identical
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,75,1,1000676,25.049,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,75,2,35106,0.879,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,75,3,782,0.02,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,76,0,2970848,74.402,identical
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,76,1,988274,24.751,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,76,2,33120,0.829,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,76,3,700,0.018,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,77,0,2980750,74.822,identical
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,77,1,969606,24.339,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,77,2,32668,0.82,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,77,3,766,0.019,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,77,4,4,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,78,0,2987640,75.248,identical
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,78,1,942114,23.729,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,78,2,39294,0.99,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,78,3,1324,0.033,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,79,0,2974356,74.498,identical
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,79,1,981930,24.594,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,79,2,35318,0.885,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,79,3,920,0.023,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,79,4,2,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,80,0,2992074,74.926,identical
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,80,1,965918,24.188,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,80,2,34292,0.859,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,80,3,1090,0.027,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,81,0,3012956,75.156,identical
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,81,1,957122,23.875,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,81,2,36910,0.921,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,81,3,1908,0.048,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,81,4,14,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,82,0,3045474,75.619,identical
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,82,1,944046,23.441,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,82,2,36572,0.908,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,82,3,1284,0.032,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,82,4,12,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,83,0,3040480,75.875,identical
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,83,1,929840,23.204,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,83,2,35498,0.886,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,83,3,1418,0.035,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,83,4,6,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,84,0,3057448,76.524,identical
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,84,1,902590,22.591,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,84,2,34102,0.854,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,84,3,1288,0.032,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,84,4,6,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,85,0,3028536,76.151,identical
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,85,1,909228,22.862,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,85,2,37698,0.948,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,85,3,1526,0.038,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,85,4,4,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,86,0,3023324,76.274,identical
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,86,1,900128,22.709,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,86,2,38154,0.963,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,86,3,2132,0.054,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,86,4,12,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,87,0,3024346,76.475,identical
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,87,1,892978,22.58,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,87,2,35180,0.89,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,87,3,2162,0.055,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,87,4,4,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,88,0,3029746,76.342,identical
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,88,1,898498,22.64,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,88,2,38364,0.967,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,88,3,2008,0.051,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,88,4,12,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,89,0,3051736,77.15,identical
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,89,1,865704,21.886,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,89,2,36222,0.916,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,89,3,1902,0.048,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,90,0,3049176,76.907,identical
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,90,1,875602,22.085,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,90,2,37550,0.947,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,90,3,2412,0.061,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,90,4,14,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,91,0,3033592,76.311,identical
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,91,1,901554,22.679,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,91,2,38356,0.965,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,91,3,1772,0.045,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,91,4,24,0.001,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,92,0,3024514,76.091,identical
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,92,1,911328,22.927,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,92,2,36626,0.921,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,92,3,2338,0.059,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,92,4,34,0.001,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,93,0,3020880,76.103,identical
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,93,1,909642,22.916,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,93,2,37070,0.934,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,93,3,1878,0.047,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,93,4,2,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,94,0,3021624,75.649,identical
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,94,1,932566,23.348,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,94,2,38020,0.952,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,94,3,2034,0.051,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,94,4,12,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,95,0,3008654,75.631,identical
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,95,1,927672,23.32,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,95,2,39560,0.994,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,95,3,2156,0.054,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,95,4,8,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,96,0,3004934,75.406,identical
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,96,1,940094,23.591,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,96,2,37742,0.947,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,96,3,2164,0.054,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,96,4,62,0.002,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,97,0,3013936,75.8,identical
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,97,1,923734,23.232,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,97,2,36502,0.918,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,97,3,1940,0.049,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,97,4,50,0.001,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,98,0,3005828,75.551,identical
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,98,1,931272,23.407,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,98,2,39362,0.989,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,98,3,2038,0.051,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,98,4,34,0.001,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,99,0,3039150,76.261,identical
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,99,1,906700,22.752,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,99,2,37326,0.937,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,99,3,2024,0.051,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,99,4,14,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,100,0,3712226,75.773,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,100,1,1137286,23.214,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,100,2,46442,0.948,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,100,3,3142,0.064,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,100,4,30,0.001,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,101,0,3677630,75.637,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,101,1,1136436,23.373,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,101,2,45484,0.935,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,101,3,2620,0.054,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,101,4,36,0.001,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,102,0,3695652,75.7,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,102,1,1142608,23.405,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,102,2,40800,0.836,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,102,3,2880,0.059,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,102,4,6,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,103,0,3716726,76.092,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,103,1,1123446,23.0,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,103,2,41740,0.855,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,103,3,2580,0.053,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,103,4,14,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,104,0,3710588,75.889,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,104,1,1129184,23.094,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,104,2,46764,0.956,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,104,3,2962,0.061,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,104,4,20,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,105,0,3693206,75.451,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,105,1,1152630,23.548,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,105,2,45578,0.931,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,105,3,3394,0.069,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,105,4,20,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,106,0,3733242,76.033,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,106,1,1126158,22.936,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,106,2,47430,0.966,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,106,3,3180,0.065,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,106,4,18,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,107,0,3738032,75.929,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,107,1,1133966,23.034,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,107,2,47732,0.97,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,107,3,3310,0.067,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,107,4,16,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,108,0,3725540,75.933,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,108,1,1130548,23.043,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,108,2,47134,0.961,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,108,3,3076,0.063,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,108,4,26,0.001,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,109,0,3708084,75.523,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,109,1,1152116,23.465,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,109,2,46926,0.956,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,109,3,2754,0.056,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,109,4,4,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,110,0,3747064,76.166,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,110,1,1124296,22.853,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,110,2,45068,0.916,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,110,3,3168,0.064,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,110,4,16,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,111,0,3735326,75.906,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,111,1,1137530,23.116,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,111,2,45240,0.919,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,111,3,2850,0.058,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,111,4,46,0.001,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,112,0,3695694,75.42,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,112,1,1154150,23.553,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,112,2,47356,0.966,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,112,3,2954,0.06,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,112,4,8,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,113,0,3709878,75.628,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,113,1,1148730,23.418,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,113,2,44174,0.901,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,113,3,2614,0.053,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,113,4,24,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,114,0,3703512,75.605,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,114,1,1146460,23.404,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,114,2,46002,0.939,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,114,3,2510,0.051,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,114,4,26,0.001,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,115,0,3684548,75.165,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,115,1,1169170,23.851,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,115,2,45390,0.926,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,115,3,2856,0.058,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,115,4,6,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,116,0,3700654,75.57,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,116,1,1147314,23.429,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,116,2,46724,0.954,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,116,3,2276,0.046,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,116,4,22,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,117,0,3697306,75.628,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,117,1,1140472,23.328,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,117,2,47928,0.98,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,117,3,3100,0.063,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,117,4,14,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,118,0,3673388,74.844,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,118,1,1187168,24.188,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,118,2,44910,0.915,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,118,3,2556,0.052,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,118,4,18,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,119,0,3656586,74.837,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,119,1,1179088,24.132,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,119,2,47892,0.98,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,119,3,2484,0.051,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,119,4,6,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,120,0,3680798,75.206,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,120,1,1163154,23.765,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,120,2,47734,0.975,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,120,3,2608,0.053,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,120,4,26,0.001,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,121,0,3708508,75.834,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,121,1,1134304,23.195,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,121,2,45168,0.924,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,121,3,2274,0.047,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,121,4,16,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,122,0,3652262,74.934,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,122,1,1172456,24.055,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,122,2,47258,0.97,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,122,3,1998,0.041,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,122,4,22,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,123,0,3693376,75.677,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,123,1,1140034,23.359,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,123,2,45042,0.923,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,123,3,1960,0.04,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,123,4,14,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,124,0,3641988,74.78,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,124,1,1179618,24.221,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,124,2,46972,0.964,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,124,3,1646,0.034,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,124,4,26,0.001,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,125,0,3651328,75.046,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,125,1,1164094,23.926,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,125,2,47812,0.983,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,125,3,2190,0.045,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,125,4,12,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,126,0,3630136,74.479,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,126,1,1194298,24.503,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,126,2,47220,0.969,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,126,3,2310,0.047,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,126,4,52,0.001,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,127,0,3625534,74.397,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,127,1,1198786,24.6,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,127,2,46452,0.953,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,127,3,2404,0.049,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,127,4,24,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,128,0,3571168,73.5,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,128,1,1235660,25.432,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,128,2,49570,1.02,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,128,3,2316,0.048,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,128,4,20,0.0,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,129,0,3586878,73.684,identical
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,129,1,1232958,25.328,tolerated
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,129,2,46298,0.951,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,129,3,1794,0.037,discontinuous
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,129,4,12,0.0,discontinuous
R02,ABINITIO3D_OUTPUT_RESTART2,6,7.3,92,0,2798528,71.514,identical
R02,ABINITIO3D_OUTPUT_RESTART2,6,7.3,92,1,1085028,27.727,tolerated
R02,ABINITIO3D_OUTPUT_RESTART2,6,7.3,92,2,29552,0.755,discontinuous
R02,ABINITIO3D_OUTPUT_RESTART2,6,7.3,92,3,172,0.004,discontinuous
