run,file,stage,stage_lp,iteration,step,pairs,pct,class
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,125,2,49380,1.013,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,125,3,2752,0.056,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,125,4,82,0.002,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,126,0,3613578,74.056,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,126,1,1215022,24.901,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,126,2,47840,0.98,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,126,3,2948,0.06,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,126,4,106,0.002,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,127,0,3636770,74.421,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,127,1,1198436,24.524,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,127,2,48230,0.987,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,127,3,3198,0.065,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,127,4,144,0.003,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,128,0,3606754,73.992,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,128,1,1217028,24.967,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,128,2,47718,0.979,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,128,3,2910,0.06,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,128,4,130,0.003,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,129,0,3650684,74.532,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,129,1,1195434,24.406,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,129,2,49510,1.011,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,129,3,2456,0.05,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,129,4,88,0.002,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,130,0,3600664,73.735,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,130,1,1232978,25.249,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,130,2,46814,0.959,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,130,3,2680,0.055,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,130,4,106,0.002,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,131,0,3581420,73.363,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,131,1,1252650,25.66,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,131,2,45510,0.932,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,131,3,2180,0.045,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,131,4,40,0.001,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,132,0,3590058,73.613,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,132,1,1237572,25.376,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,132,2,47210,0.968,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,132,3,2028,0.042,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,132,4,48,0.001,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,133,0,3608482,74.277,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,133,1,1204120,24.785,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,133,2,43810,0.902,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,133,3,1718,0.035,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,133,4,42,0.001,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,134,0,3621726,74.162,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,134,1,1217222,24.925,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,134,2,42644,0.873,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,134,3,1904,0.039,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,134,4,46,0.001,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,135,0,3599698,74.042,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,135,1,1214758,24.986,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,135,2,45498,0.936,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,135,3,1738,0.036,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,135,4,24,0.0,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,136,0,3597448,74.197,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,136,1,1204636,24.846,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,136,2,44558,0.919,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,136,3,1800,0.037,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,136,4,42,0.001,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,137,0,3604742,74.083,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,137,1,1211704,24.902,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,137,2,47072,0.967,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,137,3,2198,0.045,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,137,4,90,0.002,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,138,0,3591074,73.845,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,138,1,1222212,25.133,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,138,2,47792,0.983,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,138,3,1834,0.038,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,138,4,50,0.001,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,139,0,3553698,73.255,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,139,1,1249636,25.76,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,139,2,45956,0.947,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,139,3,1834,0.038,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,139,4,16,0.0,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,140,0,3567826,73.392,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,140,1,1246934,25.65,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,140,2,44906,0.924,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,140,3,1622,0.033,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,140,4,30,0.001,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,141,0,3583050,73.661,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,141,1,1230068,25.288,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,141,2,49250,1.012,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,141,3,1866,0.038,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,141,4,36,0.001,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,142,0,3535932,72.987,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,142,1,1257574,25.958,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,142,2,49166,1.015,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,142,3,1908,0.039,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,142,4,24,0.0,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,143,0,3551112,73.182,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,143,1,1251940,25.8,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,143,2,47698,0.983,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,143,3,1660,0.034,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,143,4,26,0.001,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,144,0,3557312,73.269,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,144,1,1243290,25.608,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,144,2,52516,1.082,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,144,3,1970,0.041,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,144,4,48,0.001,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,145,0,3558788,73.439,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,145,1,1234426,25.473,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,145,2,50882,1.05,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,145,3,1762,0.036,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,145,4,68,0.001,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,146,0,3556394,73.308,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,146,1,1240588,25.572,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,146,2,52064,1.073,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,146,3,2182,0.045,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,146,4,70,0.001,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,147,0,3561908,73.493,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,147,1,1228528,25.348,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,147,2,53940,1.113,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,147,3,2156,0.044,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,147,4,68,0.001,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,148,0,3569582,73.52,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,148,1,1226976,25.271,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,148,2,56032,1.154,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,148,3,2604,0.054,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,148,4,36,0.001,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,149,0,3576758,73.694,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,149,1,1217086,25.076,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,149,2,57032,1.175,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,149,3,2634,0.054,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,149,4,40,0.001,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,150,0,3572954,73.634,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,150,1,1220464,25.152,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,150,2,55934,1.153,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,150,3,2892,0.06,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,150,4,50,0.001,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,151,0,3522820,72.596,identical
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,151,1,1275990,26.295,tolerated
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,151,2,51586,1.063,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,151,3,2244,0.046,discontinuous
R03,ABINITIO3D_OUTPUT_RESTART3,8,4.5,151,4,18,0.0,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,75,0,2840354,72.163,identical
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,75,1,1065578,27.073,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,75,2,29814,0.757,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,75,3,260,0.007,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,76,0,2814036,71.189,identical
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,76,1,1104134,27.932,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,76,2,34274,0.867,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,76,3,438,0.011,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,77,0,2850194,72.133,identical
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,77,1,1070168,27.084,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,77,2,30696,0.777,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,77,3,270,0.007,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,78,0,2920200,73.3,identical
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,78,1,1032224,25.91,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,78,2,30728,0.771,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,78,3,724,0.018,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,79,0,2903514,73.394,identical
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,79,1,1022648,25.85,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,79,2,29338,0.742,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,79,3,548,0.014,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,80,0,3000508,75.717,identical
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,80,1,934552,23.583,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,80,2,26980,0.681,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,80,3,736,0.019,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,80,4,2,0.0,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,81,0,3002472,75.827,identical
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,81,1,926980,23.411,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,81,2,29214,0.738,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,81,3,954,0.024,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,81,4,6,0.0,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,82,0,2990040,75.384,identical
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,82,1,945582,23.84,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,82,2,29800,0.751,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,82,3,986,0.025,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,83,0,3001144,75.535,identical
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,83,1,938232,23.614,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,83,2,32346,0.814,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,83,3,1438,0.036,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,83,4,4,0.0,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,84,0,3033622,76.269,identical
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,84,1,912032,22.93,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,84,2,30858,0.776,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,84,3,1026,0.026,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,85,0,3008818,75.856,identical
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,85,1,925184,23.325,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,85,2,31598,0.797,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,85,3,910,0.023,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,85,4,2,0.0,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,86,0,3047624,76.509,identical
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,86,1,901642,22.635,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,86,2,32680,0.82,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,86,3,1368,0.034,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,86,4,34,0.001,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,87,0,3043156,76.645,identical
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,87,1,892010,22.466,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,87,2,33744,0.85,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,87,3,1524,0.038,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,88,0,3025190,76.267,identical
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,88,1,908230,22.897,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,88,2,32276,0.814,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,88,3,898,0.023,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,89,0,3036322,76.402,identical
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,89,1,905540,22.786,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,89,2,31202,0.785,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,89,3,1074,0.027,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,6,7.3,89,4,6,0.0,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,90,0,3026146,76.482,identical
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,90,1,897632,22.687,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,90,2,31752,0.802,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,90,3,1120,0.028,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,90,4,4,0.0,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,91,0,3039218,76.803,identical
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,91,1,885050,22.366,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,91,2,31776,0.803,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,91,3,1108,0.028,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,92,0,3038000,76.498,identical
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,92,1,901704,22.705,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,92,2,30536,0.769,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,92,3,1114,0.028,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,92,4,12,0.0,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,93,0,3046542,76.425,identical
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,93,1,905740,22.721,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,93,2,32670,0.82,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,93,3,1314,0.033,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,93,4,30,0.001,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,94,0,3045168,76.602,identical
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,94,1,895196,22.519,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,94,2,33580,0.845,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,94,3,1372,0.035,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,94,4,6,0.0,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,95,0,3023022,76.006,identical
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,95,1,916774,23.05,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,95,2,35908,0.903,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,95,3,1602,0.04,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,95,4,32,0.001,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,96,0,3029480,76.123,identical
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,96,1,916676,23.034,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,96,2,32258,0.811,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,96,3,1294,0.033,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,97,0,3056288,76.447,identical
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,97,1,908390,22.722,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,97,2,31484,0.788,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,97,3,1736,0.043,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,97,4,26,0.001,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,98,0,3043842,76.356,identical
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,98,1,905050,22.704,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,98,2,35246,0.884,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,98,3,2214,0.056,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,98,4,34,0.001,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,99,0,3064970,76.81,identical
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,99,1,888570,22.268,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,99,2,34660,0.869,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,99,3,2056,0.052,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,99,4,52,0.001,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,100,0,3050368,76.306,identical
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,100,1,908612,22.729,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,100,2,36634,0.916,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,100,3,1916,0.048,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,100,4,14,0.0,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,101,0,3027156,76.044,identical
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,101,1,915202,22.99,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,101,2,36854,0.926,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,101,3,1600,0.04,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,101,4,8,0.0,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,102,0,3043422,76.305,identical
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,102,1,906728,22.734,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,102,2,36912,0.925,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,102,3,1408,0.035,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,102,4,6,0.0,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,103,0,3034516,76.197,identical
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,103,1,909226,22.831,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,103,2,37328,0.937,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,103,3,1374,0.035,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,104,0,3030104,76.106,identical
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,104,1,911716,22.899,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,104,2,38126,0.958,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,104,3,1464,0.037,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,7,6.7,104,4,2,0.0,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,105,0,3670272,75.055,identical
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,105,1,1167194,23.869,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,105,2,49106,1.004,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,105,3,3486,0.071,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,105,4,38,0.001,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,106,0,3666678,75.264,identical
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,106,1,1158952,23.789,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,106,2,43710,0.897,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,106,3,2408,0.049,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,106,4,10,0.0,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,107,0,3693652,75.702,identical
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,107,1,1140102,23.366,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,107,2,42726,0.876,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,107,3,2728,0.056,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,107,4,10,0.0,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,108,0,3664318,74.966,identical
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,108,1,1176724,24.074,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,108,2,44144,0.903,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,108,3,2714,0.056,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,108,4,46,0.001,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,109,0,3671774,75.092,identical
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,109,1,1172360,23.976,tolerated
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,109,2,42844,0.876,discontinuous
R04,ABINITIO3D_OUTPUT_RESTART4,8,4.5,109,3,2658,0.054,discontinuous
