run,file,stage,stage_lp,iteration,bank,fourier_k,lp_A,voxels,pct_base
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,112,6,,6.0,3459,1.76
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,112,7,,5.0,26,0.01
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,112,8,,4.0,1914,0.98
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,113,1,,19.7,81340,41.44
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,113,2,,15.1,58905,30.01
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,113,3,,12.2,25261,12.87
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,113,4,,9.8,14216,7.24
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,113,5,,8.0,10869,5.54
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,113,6,,6.0,3732,1.9
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,113,7,,5.0,1,0.0
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,113,8,,4.0,1939,0.99
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,114,1,,19.7,77472,39.59
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,114,2,,15.1,60486,30.91
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,114,3,,12.2,26697,13.64
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,114,4,,9.8,14839,7.58
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,114,5,,8.0,10493,5.36
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,114,6,,6.0,3955,2.02
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,114,7,,5.0,11,0.01
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,114,8,,4.0,1709,0.87
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,115,1,,19.7,77388,39.5
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,115,2,,15.1,59688,30.47
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,115,3,,12.2,28100,14.34
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,115,4,,9.8,14608,7.46
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,115,5,,8.0,10420,5.32
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,115,6,,6.0,3951,2.02
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,115,7,,5.0,27,0.01
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,115,8,,4.0,1716,0.88
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,116,1,,19.7,76093,38.85
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,116,2,,15.1,62403,31.86
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,116,3,,12.2,26645,13.6
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,116,4,,9.8,13917,7.1
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,116,5,,8.0,10682,5.45
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,116,6,,6.0,4427,2.26
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,116,7,,5.0,14,0.01
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,116,8,,4.0,1700,0.87
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,117,1,,19.7,78707,40.17
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,117,2,,15.1,61297,31.29
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,117,3,,12.2,25605,13.07
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,117,4,,9.8,14296,7.3
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,117,5,,8.0,9681,4.94
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,117,6,,6.0,4386,2.24
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,117,7,,5.0,70,0.04
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,117,8,,4.0,1878,0.96
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,118,1,,19.7,80550,41.17
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,118,2,,15.1,58981,30.15
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,118,3,,12.2,25511,13.04
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,118,4,,9.8,14518,7.42
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,118,5,,8.0,9780,5.0
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,118,6,,6.0,4319,2.21
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,118,7,,5.0,64,0.03
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,118,8,,4.0,1911,0.98
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,119,1,,19.7,79381,40.56
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,119,2,,15.1,59734,30.52
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,119,3,,12.2,25797,13.18
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,119,4,,9.8,14541,7.43
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,119,5,,8.0,9801,5.01
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,119,6,,6.0,4449,2.27
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,119,7,,5.0,102,0.05
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,119,8,,4.0,1884,0.96
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,120,1,,19.7,79549,40.77
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,120,2,,15.1,60051,30.78
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,120,3,,12.2,26055,13.36
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,120,4,,9.8,13251,6.79
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,120,5,,8.0,9977,5.11
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,120,6,,6.0,4827,2.47
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,120,7,,5.0,235,0.12
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,120,8,,4.0,1150,0.59
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,121,1,,19.7,80872,41.42
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,121,2,,15.1,57420,29.41
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,121,3,,12.2,26826,13.74
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,121,4,,9.8,14035,7.19
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,121,5,,8.0,9976,5.11
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,121,6,,6.0,4728,2.42
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,121,7,,5.0,149,0.08
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,121,8,,4.0,1260,0.65
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,122,1,,19.7,81080,41.53
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,122,2,,15.1,58779,30.11
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,122,3,,12.2,25458,13.04
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,122,4,,9.8,14292,7.32
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,122,5,,8.0,9269,4.75
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,122,6,,6.0,4914,2.52
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,122,7,,5.0,250,0.13
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,122,8,,4.0,1186,0.61
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,123,1,,19.7,81676,41.87
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,123,2,,15.1,58998,30.25
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,123,3,,12.2,24748,12.69
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,123,4,,9.8,14190,7.28
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,123,5,,8.0,9189,4.71
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,123,6,,6.0,4894,2.51
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,123,7,,5.0,270,0.14
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,123,8,,4.0,1084,0.56
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,124,1,,19.7,78898,40.39
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,124,2,,15.1,60687,31.06
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,124,3,,12.2,26605,13.62
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,124,4,,9.8,13625,6.97
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,124,5,,8.0,8780,4.49
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,124,6,,6.0,4846,2.48
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,124,7,,5.0,387,0.2
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,124,8,,4.0,1532,0.78
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,125,1,,19.7,77927,39.98
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,125,2,,15.1,59817,30.69
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,125,3,,12.2,27671,14.2
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,125,4,,9.8,13779,7.07
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,125,5,,8.0,9046,4.64
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,125,6,,6.0,5133,2.63
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,125,7,,5.0,611,0.31
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,125,8,,4.0,940,0.48
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,126,1,,19.7,79948,41.03
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,126,2,,15.1,59619,30.6
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,126,3,,12.2,25315,12.99
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,126,4,,9.8,14350,7.36
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,126,5,,8.0,8783,4.51
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,126,6,,6.0,5091,2.61
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,126,7,,5.0,489,0.25
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,126,8,,4.0,1261,0.65
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,127,1,,19.7,80175,41.16
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,127,2,,15.1,59274,30.43
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,127,3,,12.2,25536,13.11
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,127,4,,9.8,14042,7.21
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,127,5,,8.0,9027,4.63
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,127,6,,6.0,5095,2.62
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,127,7,,5.0,787,0.4
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,127,8,,4.0,872,0.45
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,128,1,,19.7,80765,41.44
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,128,2,,15.1,58192,29.86
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,128,3,,12.2,25586,13.13
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,128,4,,9.8,14452,7.42
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,128,5,,8.0,8976,4.61
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,128,6,,6.0,5093,2.61
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,128,7,,5.0,863,0.44
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,128,8,,4.0,954,0.49
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,129,1,,19.7,82965,42.46
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,129,2,,15.1,57377,29.37
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,129,3,,12.2,24751,12.67
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,129,4,,9.8,13782,7.05
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,129,5,,8.0,9629,4.93
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,129,6,,6.0,5038,2.58
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,129,7,,5.0,858,0.44
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,129,8,,4.0,988,0.51
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,130,1,,19.7,79770,40.84
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,130,2,,15.1,59331,30.37
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,130,3,,12.2,25821,13.22
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,130,4,,9.8,14139,7.24
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,130,5,,8.0,9351,4.79
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,130,6,,6.0,5083,2.6
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,130,7,,5.0,877,0.45
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,130,8,,4.0,967,0.5
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,131,1,,19.7,78044,39.97
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,131,2,,15.1,60191,30.82
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,131,3,,12.2,26772,13.71
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,131,4,,9.8,14563,7.46
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,131,5,,8.0,8742,4.48
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,131,6,,6.0,4887,2.5
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,131,7,,5.0,985,0.5
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,131,8,,4.0,1089,0.56
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,132,1,,19.7,81140,41.54
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,132,2,,15.1,58946,30.17
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,132,3,,12.2,25805,13.21
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,132,4,,9.8,13488,6.9
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,132,5,,8.0,8909,4.56
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,132,6,,6.0,5067,2.59
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,132,7,,5.0,1048,0.54
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,132,8,,4.0,948,0.49
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,133,1,,19.7,79857,40.82
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,133,2,,15.1,60724,31.04
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,133,3,,12.2,25666,13.12
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,133,4,,9.8,13083,6.69
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,133,5,,8.0,8791,4.49
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,133,6,,6.0,5099,2.61
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,133,7,,5.0,1322,0.68
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,133,8,,4.0,1081,0.55
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,134,1,,19.7,83677,42.83
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,134,2,,15.1,58465,29.92
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,134,3,,12.2,24206,12.39
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,134,4,,9.8,13152,6.73
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,134,5,,8.0,8587,4.39
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,134,6,,6.0,5110,2.62
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,134,7,,5.0,1355,0.69
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,134,8,,4.0,838,0.43
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,135,1,,19.7,80850,41.4
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,135,2,,15.1,59050,30.24
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,135,3,,12.2,26007,13.32
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,135,4,,9.8,13300,6.81
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,135,5,,8.0,8525,4.37
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,135,6,,6.0,5247,2.69
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,135,7,,5.0,1565,0.8
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,135,8,,4.0,733,0.38
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,136,1,,19.7,79534,40.7
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,136,2,,15.1,61369,31.41
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,136,3,,12.2,25871,13.24
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,136,4,,9.8,12776,6.54
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,136,5,,8.0,8263,4.23
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,136,6,,6.0,5138,2.63
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,136,7,,5.0,1457,0.75
R06,ABINITIO3D_OUTPUT_RESTART6,8,4.5,136,8,,4.0,1001,0.51
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,92,1,,19.7,29953,18.71
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,92,2,,15.1,29290,18.29
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,92,3,,12.2,29339,18.32
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,92,4,,9.8,51589,32.22
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,92,5,,8.0,15191,9.49
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,92,6,,6.0,84,0.05
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,92,7,,5.0,4278,2.67
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,92,8,,4.3,398,0.25
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,93,1,,19.7,41140,25.7
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,93,2,,15.1,34808,21.75
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,93,3,,12.2,30076,18.79
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,93,4,,9.8,36633,22.89
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,93,5,,8.0,12471,7.79
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,93,6,,6.0,91,0.06
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,93,7,,5.0,4512,2.82
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,93,8,,4.3,323,0.2
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,94,1,,19.7,48426,30.24
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,94,2,,15.1,37668,23.52
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,94,3,,12.2,32164,20.08
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,94,4,,9.8,27432,17.13
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,94,5,,8.0,10017,6.25
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,94,6,,6.0,43,0.03
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,94,7,,5.0,3721,2.32
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,94,8,,4.3,682,0.43
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,95,1,,19.7,53820,33.56
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,95,2,,15.1,40904,25.5
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,95,3,,12.2,28894,18.02
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,95,4,,9.8,22757,14.19
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,95,5,,8.0,9291,5.79
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,95,6,,6.0,182,0.11
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,95,7,,5.0,4095,2.55
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,95,8,,4.3,438,0.27
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,96,1,,19.7,57768,35.94
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,96,2,,15.1,42683,26.56
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,96,3,,12.2,26942,16.76
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,96,4,,9.8,19948,12.41
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,96,5,,8.0,9353,5.82
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,96,6,,6.0,14,0.01
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,96,7,,5.0,3494,2.17
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,96,8,,4.3,522,0.32
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,97,1,,19.7,63822,39.69
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,97,2,,15.1,44390,27.6
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,97,3,,12.2,23366,14.53
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,97,4,,9.8,16219,10.09
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,97,5,,8.0,8861,5.51
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,97,6,,6.0,41,0.03
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,97,7,,5.0,3407,2.12
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,97,8,,4.3,710,0.44
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,98,1,,19.7,63395,39.43
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,98,2,,15.1,47346,29.45
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,98,3,,12.2,23167,14.41
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,98,4,,9.8,14449,8.99
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,98,5,,8.0,8381,5.21
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,98,6,,6.0,67,0.04
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,98,7,,5.0,3443,2.14
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,98,8,,4.3,523,0.33
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,99,1,,19.7,64801,40.19
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,99,2,,15.1,46574,28.89
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,99,3,,12.2,23665,14.68
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,99,4,,9.8,13704,8.5
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,99,5,,8.0,7921,4.91
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,99,6,,6.0,113,0.07
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,99,7,,5.0,3846,2.39
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,99,8,,4.3,610,0.38
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,100,1,,19.7,65582,40.71
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,100,2,,15.1,47956,29.77
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,100,3,,12.2,22644,14.06
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,100,4,,9.8,12719,7.9
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,100,5,,8.0,7857,4.88
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,100,6,,6.0,158,0.1
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,100,7,,5.0,3408,2.12
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,100,8,,4.3,765,0.47
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,101,1,,19.7,65599,40.71
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,101,2,,15.1,49036,30.43
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,101,3,,12.2,21981,13.64
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,101,4,,9.8,12553,7.79
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,101,5,,8.0,7652,4.75
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,101,6,,6.0,99,0.06
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,101,7,,5.0,3591,2.23
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,101,8,,4.3,628,0.39
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,102,1,,19.7,70704,43.93
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,102,2,,15.1,46376,28.82
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,102,3,,12.2,20597,12.8
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,102,4,,9.8,11452,7.12
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,102,5,,8.0,7911,4.92
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,102,6,,6.0,270,0.17
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,102,7,,5.0,3041,1.89
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,102,8,,4.3,592,0.37
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,103,1,,19.7,70308,43.56
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,103,2,,15.1,46963,29.09
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,103,3,,12.2,20746,12.85
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,103,4,,9.8,11653,7.22
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,103,5,,8.0,7899,4.89
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,103,6,,6.0,116,0.07
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,103,7,,5.0,2968,1.84
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,103,8,,4.3,765,0.47
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,104,1,,19.7,71092,44.13
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,104,2,,15.1,47683,29.6
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,104,3,,12.2,19087,11.85
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,104,4,,9.8,11785,7.32
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,104,5,,8.0,7934,4.92
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,104,6,,6.0,155,0.1
R07,ABINITIO3D_OUTPUT_RESTART7,6,7.3,104,7,,5.0,2612,1.62
