run,file,stage,stage_lp,iteration,bank,fourier_k,lp_A,voxels,pct_base
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,142,5,,8.0,8055,4.14
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,142,6,,6.0,5105,2.62
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,142,7,,5.0,730,0.37
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,142,8,,4.0,1218,0.63
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,143,1,,19.7,81723,42.03
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,143,2,,15.1,60045,30.88
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,143,3,,12.2,25376,13.05
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,143,4,,9.8,12572,6.47
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,143,5,,8.0,7880,4.05
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,143,6,,6.0,5044,2.59
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,143,7,,5.0,854,0.44
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,143,8,,4.0,932,0.48
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,144,1,,19.7,79156,40.71
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,144,2,,15.1,59825,30.77
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,144,3,,12.2,27668,14.23
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,144,4,,9.8,12901,6.64
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,144,5,,8.0,7731,3.98
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,144,6,,6.0,4984,2.56
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,144,7,,5.0,1001,0.51
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,144,8,,4.0,1168,0.6
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,145,1,,19.7,81394,41.83
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,145,2,,15.1,59438,30.55
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,145,3,,12.2,27063,13.91
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,145,4,,9.8,12082,6.21
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,145,5,,8.0,7710,3.96
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,145,6,,6.0,4944,2.54
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,145,7,,5.0,923,0.47
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,145,8,,4.0,1024,0.53
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,146,1,,19.7,78476,40.3
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,146,2,,15.1,58855,30.22
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,146,3,,12.2,29026,14.91
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,146,4,,9.8,13417,6.89
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,146,5,,8.0,7780,4.0
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,146,6,,6.0,4971,2.55
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,146,7,,5.0,1218,0.63
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,146,8,,4.0,994,0.51
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,147,1,,19.7,78803,40.51
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,147,2,,15.1,60924,31.32
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,147,3,,12.2,28113,14.45
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,147,4,,9.8,12049,6.19
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,147,5,,8.0,7833,4.03
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,147,6,,6.0,4992,2.57
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,147,7,,5.0,1139,0.59
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,147,8,,4.0,686,0.35
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,148,1,,19.7,77433,39.79
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,148,2,,15.1,60211,30.94
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,148,3,,12.2,29642,15.23
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,148,4,,9.8,12678,6.51
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,148,5,,8.0,7682,3.95
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,148,6,,6.0,4801,2.47
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,148,7,,5.0,1258,0.65
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,148,8,,4.0,916,0.47
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,149,1,,19.7,80642,41.33
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,149,2,,15.1,58750,30.11
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,149,3,,12.2,27838,14.27
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,149,4,,9.8,12665,6.49
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,149,5,,8.0,7717,3.96
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,149,6,,6.0,5041,2.58
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,149,7,,5.0,1177,0.6
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,149,8,,4.0,1279,0.66
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,150,1,,19.7,80677,41.45
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,150,2,,15.1,58406,30.01
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,150,3,,12.2,27878,14.32
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,150,4,,9.8,12587,6.47
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,150,5,,8.0,8145,4.18
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,150,6,,6.0,4947,2.54
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,150,7,,5.0,1330,0.68
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,150,8,,4.0,657,0.34
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,151,1,,19.7,81115,41.73
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,151,2,,15.1,59232,30.47
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,151,3,,12.2,26485,13.62
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,151,4,,9.8,12787,6.58
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,151,5,,8.0,7891,4.06
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,151,6,,6.0,4780,2.46
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,151,7,,5.0,1369,0.7
R02,ABINITIO3D_OUTPUT_RESTART2,8,4.5,151,8,,4.0,735,0.38
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,92,1,,19.7,28068,17.46
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,92,2,,15.1,27578,17.15
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,92,3,,12.2,29256,18.19
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,92,4,,9.8,52041,32.37
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,92,5,,8.0,18685,11.62
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,92,6,,6.0,314,0.2
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,92,7,,5.0,4682,2.91
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,92,8,,4.3,168,0.1
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,93,1,,19.7,37403,23.19
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,93,2,,15.1,33605,20.83
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,93,3,,12.2,31527,19.55
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,93,4,,9.8,40151,24.89
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,93,5,,8.0,13162,8.16
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,93,6,,6.0,120,0.07
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,93,7,,5.0,4860,3.01
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,93,8,,4.3,466,0.29
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,94,1,,19.7,45983,28.46
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,94,2,,15.1,39850,24.66
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,94,3,,12.2,30328,18.77
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,94,4,,9.8,29923,18.52
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,94,5,,8.0,10436,6.46
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,94,6,,6.0,118,0.07
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,94,7,,5.0,4658,2.88
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,94,8,,4.3,284,0.18
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,95,1,,19.7,54276,33.63
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,95,2,,15.1,41418,25.66
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,95,3,,12.2,29404,18.22
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,95,4,,9.8,22361,13.86
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,95,5,,8.0,9041,5.6
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,95,6,,6.0,176,0.11
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,95,7,,5.0,4462,2.76
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,95,8,,4.3,244,0.15
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,96,1,,19.7,57592,35.87
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,96,2,,15.1,43918,27.36
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,96,3,,12.2,27165,16.92
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,96,4,,9.8,19182,11.95
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,96,5,,8.0,8520,5.31
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,96,6,,6.0,122,0.08
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,96,7,,5.0,3786,2.36
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,96,8,,4.3,253,0.16
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,97,1,,19.7,60330,37.49
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,97,2,,15.1,44940,27.93
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,97,3,,12.2,26496,16.46
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,97,4,,9.8,16654,10.35
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,97,5,,8.0,8526,5.3
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,97,6,,6.0,91,0.06
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,97,7,,5.0,3312,2.06
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,97,8,,4.3,582,0.36
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,98,1,,19.7,62421,38.76
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,98,2,,15.1,47965,29.78
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,98,3,,12.2,24865,15.44
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,98,4,,9.8,13694,8.5
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,98,5,,8.0,8184,5.08
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,98,6,,6.0,124,0.08
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,98,7,,5.0,3566,2.21
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,98,8,,4.3,219,0.14
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,99,1,,19.7,65996,40.94
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,99,2,,15.1,47467,29.45
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,99,3,,12.2,22860,14.18
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,99,4,,9.8,12955,8.04
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,99,5,,8.0,7887,4.89
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,99,6,,6.0,117,0.07
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,99,7,,5.0,3175,1.97
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,99,8,,4.3,727,0.45
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,100,1,,19.7,66050,41.01
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,100,2,,15.1,48940,30.38
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,100,3,,12.2,22215,13.79
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,100,4,,9.8,12115,7.52
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,100,5,,8.0,8381,5.2
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,100,6,,6.0,60,0.04
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,100,7,,5.0,2774,1.72
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,100,8,,4.3,536,0.33
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,101,1,,19.7,66249,41.27
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,101,2,,15.1,48465,30.19
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,101,3,,12.2,22873,14.25
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,101,4,,9.8,11482,7.15
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,101,5,,8.0,8205,5.11
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,101,6,,6.0,151,0.09
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,101,7,,5.0,2712,1.69
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,101,8,,4.3,394,0.25
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,102,1,,19.7,69327,43.0
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,102,2,,15.1,46455,28.81
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,102,3,,12.2,22126,13.72
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,102,4,,9.8,11387,7.06
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,102,5,,8.0,7834,4.86
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,102,6,,6.0,268,0.17
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,102,7,,5.0,3554,2.2
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,102,8,,4.3,282,0.17
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,103,1,,19.7,69774,43.26
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,103,2,,15.1,47957,29.73
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,103,3,,12.2,20404,12.65
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,103,4,,9.8,11746,7.28
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,103,5,,8.0,7589,4.71
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,103,6,,6.0,176,0.11
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,103,7,,5.0,3065,1.9
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,103,8,,4.3,578,0.36
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,104,1,,19.7,68949,42.79
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,104,2,,15.1,49397,30.66
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,104,3,,12.2,20281,12.59
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,104,4,,9.8,11161,6.93
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,104,5,,8.0,7792,4.84
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,104,6,,6.0,165,0.1
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,104,7,,5.0,2840,1.76
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,104,8,,4.3,553,0.34
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,105,1,,19.7,68187,42.17
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,105,2,,15.1,49229,30.44
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,105,3,,12.2,21237,13.13
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,105,4,,9.8,11147,6.89
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,105,5,,8.0,7969,4.93
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,105,6,,6.0,203,0.13
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,105,7,,5.0,3141,1.94
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,105,8,,4.3,590,0.36
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,106,1,,19.7,69837,43.55
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,106,2,,15.1,50366,31.41
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,106,3,,12.2,18907,11.79
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,106,4,,9.8,10449,6.52
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,106,5,,8.0,7939,4.95
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,106,6,,6.0,186,0.12
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,106,7,,5.0,2137,1.33
R03,ABINITIO3D_OUTPUT_RESTART3,6,7.3,106,8,,4.3,526,0.33
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,107,1,,19.7,67394,42.24
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,107,2,,15.1,49493,31.02
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,107,3,,12.2,21126,13.24
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,107,4,,9.8,11195,7.02
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,107,5,,8.0,9264,5.81
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,107,6,,6.0,455,0.29
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,107,7,,5.0,454,0.28
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,107,8,,4.3,160,0.1
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,108,1,,19.7,68100,42.45
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,108,2,,15.1,48213,30.06
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,108,3,,12.2,21916,13.66
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,108,4,,9.8,11342,7.07
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,108,5,,8.0,9510,5.93
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,108,6,,6.0,484,0.3
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,108,7,,5.0,519,0.32
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,108,8,,4.3,325,0.2
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,109,1,,19.7,66452,41.31
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,109,2,,15.1,50929,31.66
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,109,3,,12.2,20705,12.87
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,109,4,,9.8,11402,7.09
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,109,5,,8.0,9956,6.19
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,109,6,,6.0,672,0.42
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,109,7,,5.0,397,0.25
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,109,8,,4.3,342,0.21
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,110,1,,19.7,68608,42.67
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,110,2,,15.1,49709,30.91
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,110,3,,12.2,19521,12.14
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,110,4,,9.8,10892,6.77
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,110,5,,8.0,9775,6.08
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,110,6,,6.0,876,0.54
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,110,7,,5.0,680,0.42
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,110,8,,4.3,742,0.46
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,111,1,,19.7,66569,41.39
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,111,2,,15.1,50487,31.39
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,111,3,,12.2,20738,12.89
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,111,4,,9.8,10956,6.81
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,111,5,,8.0,10333,6.42
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,111,6,,6.0,861,0.54
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,111,7,,5.0,555,0.35
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,111,8,,4.3,331,0.21
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,112,1,,19.7,68722,42.88
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,112,2,,15.1,50121,31.27
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,112,3,,12.2,18851,11.76
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,112,4,,9.8,10575,6.6
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,112,5,,8.0,10175,6.35
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,112,6,,6.0,1172,0.73
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,112,7,,5.0,161,0.1
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,112,8,,4.3,487,0.3
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,113,1,,19.7,68247,42.45
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,113,2,,15.1,50679,31.52
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,113,3,,12.2,18631,11.59
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,113,4,,9.8,10705,6.66
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,113,5,,8.0,10350,6.44
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,113,6,,6.0,1068,0.66
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,113,7,,5.0,237,0.15
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,113,8,,4.3,870,0.54
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,114,1,,19.7,67891,42.13
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,114,2,,15.1,50946,31.61
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,114,3,,12.2,17964,11.15
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,114,4,,9.8,10905,6.77
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,114,5,,8.0,11023,6.84
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,114,6,,6.0,1324,0.82
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,114,7,,5.0,194,0.12
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,114,8,,4.3,909,0.56
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,115,1,,19.7,66425,41.44
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,115,2,,15.1,51175,31.93
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,115,3,,12.2,19419,12.12
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,115,4,,9.8,10725,6.69
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,115,5,,8.0,10159,6.34
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,115,6,,6.0,1345,0.84
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,115,7,,5.0,328,0.2
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,115,8,,4.3,701,0.44
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,116,1,,19.7,67868,42.28
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,116,2,,15.1,50467,31.44
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,116,3,,12.2,18373,11.45
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,116,4,,9.8,11174,6.96
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,116,5,,8.0,10143,6.32
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,116,6,,6.0,1499,0.93
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,116,7,,5.0,115,0.07
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,116,8,,4.3,887,0.55
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,117,1,,19.7,67524,42.02
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,117,2,,15.1,51820,32.25
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,117,3,,12.2,17981,11.19
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,117,4,,9.8,10594,6.59
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,117,5,,8.0,10183,6.34
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,117,6,,6.0,1467,0.91
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,117,7,,5.0,319,0.2
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,117,8,,4.3,815,0.51
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,118,1,,19.7,66464,41.45
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,118,2,,15.1,51520,32.13
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,118,3,,12.2,18362,11.45
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,118,4,,9.8,11069,6.9
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,118,5,,8.0,10930,6.82
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,118,6,,6.0,1472,0.92
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,118,7,,5.0,53,0.03
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,118,8,,4.3,496,0.31
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,119,1,,19.7,65488,40.98
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,119,2,,15.1,50258,31.45
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,119,3,,12.2,19881,12.44
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,119,4,,9.8,11428,7.15
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,119,5,,8.0,10628,6.65
R03,ABINITIO3D_OUTPUT_RESTART3,7,6.7,119,6,,6.0,1619,1.01
