run,file,stage,stage_lp,iteration,nu_iter,mask_voxels,before_base_voxels,before_base_pct,before_aux_voxels,before_aux_pct,after_base_voxels,after_base_pct,after_aux_voxels,after_aux_pct,aux_resolution,aux_nearest_lp,aux_margin_mean,aux_margin_win,aux_margin_wins,smoothing_beta,smoothing_maxits,smoothing_candidates,smoothing_auxiliary,smoothing_step_tolerance,smoothing_neighborhood,smoothing_color_passes,smoothing_quad_frac,smoothing_initial_energy,smoothing_changed_total,smoothing_final_energy,candidate_coords,voxels_analyzed,local_mean_A,local_median_A,local_sigma_A,local_min_A,local_max_A,base_bank_voxels,disc_voxels,disc_voxels_pct,neighbor_pairs,identical_pairs,identical_pairs_pct,tolerated_pairs,tolerated_pairs_pct,discontinuous_pairs,discontinuous_pairs_pct,max_step_diff,matching_lp_A,fsc143_A,filter_mode,orientation_overlap,smoothing_changed_1,smoothing_energy_1,smoothing_changed_2,smoothing_energy_2,smoothing_changed_3,smoothing_energy_3
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,70,1,181955,156831,86.19,25124,13.81,160224,88.06,21731,11.94,4.6,4.3,-5e-05,5e-05,25124,2.9982e-05,3,9,1,1,26-connected,8,1.0,0.00161,39802,0.0016,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.60,160224,12.895,12.19,4.072,4.267,19.692,160224,15521,9.69,3953438,2843772,71.93,1076956,27.24,32710,0.83,3,7.314,4.571,nonuniform,0.526,31161,0.0016,6811,0.0016,1830,0.0016
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,71,2,181955,156209,85.85,25746,14.15,159592,87.71,22363,12.29,4.6,4.3,-5e-05,5e-05,25746,3.0032e-05,3,9,1,1,26-connected,8,1.0,0.00161,38663,0.0016,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.60,159592,13.757,12.19,4.217,4.267,19.692,159592,16089,10.08,3938898,2801160,71.12,1102462,27.99,35276,0.9,3,7.314,4.571,nonuniform,0.508,30576,0.0016,6355,0.0016,1732,0.0016
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,72,3,181955,157570,86.6,24385,13.4,160285,88.09,21670,11.91,4.6,4.3,-6e-05,6e-05,24385,3.037e-05,3,9,1,1,26-connected,8,1.0,0.00161,34550,0.0016,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.60,160285,14.275,15.059,4.207,4.267,19.692,160285,14674,9.15,3960576,2855118,72.09,1071904,27.06,33554,0.85,3,7.314,4.571,nonuniform,0.521,27658,0.0016,5573,0.0016,1319,0.0016
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,73,4,181955,158749,87.25,23206,12.75,160999,88.48,20956,11.52,4.6,4.3,-6e-05,6e-05,23206,2.9141e-05,3,9,1,1,26-connected,8,1.0,0.00162,28295,0.00161,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.60,160999,14.891,15.059,4.21,4.267,19.692,160999,13161,8.17,3980756,2910258,73.11,1038972,26.1,31526,0.79,3,7.314,4.571,nonuniform,0.528,22555,0.00161,4603,0.00161,1137,0.00161
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,74,5,181955,158613,87.17,23342,12.83,161047,88.51,20908,11.49,4.5,4.3,-7e-05,6e-05,23342,2.9389e-05,3,9,1,1,26-connected,8,1.0,0.00163,28417,0.00162,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,161047,14.904,15.059,4.223,4.267,19.692,161047,14173,8.8,3979966,2922914,73.44,1022550,25.69,34502,0.87,4,7.314,4.491,nonuniform,0.707,22835,0.00162,4562,0.00162,1020,0.00162
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,75,6,181955,159315,87.56,22640,12.44,161613,88.82,20342,11.18,4.5,4.3,-7e-05,6e-05,22640,3.0411e-05,3,9,1,1,26-connected,8,1.0,0.00166,28775,0.00165,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,161613,15.152,15.059,4.206,4.267,19.692,161613,14519,8.98,3994908,2958344,74.05,1000676,25.05,35888,0.9,3,7.314,4.491,nonuniform,0.782,22787,0.00165,4758,0.00165,1230,0.00165
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,76,7,181955,159121,87.45,22834,12.55,161644,88.84,20311,11.16,4.5,4.3,-7e-05,6e-05,22834,2.9988e-05,3,9,1,1,26-connected,8,1.0,0.00167,27875,0.00166,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,161644,15.279,15.059,4.215,4.267,19.692,161644,13753,8.51,3992942,2970848,74.4,988274,24.75,33820,0.85,3,7.314,4.491,nonuniform,0.812,21870,0.00166,4773,0.00166,1232,0.00166
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,77,8,181955,158773,87.26,23182,12.74,161162,88.57,20793,11.43,4.5,4.3,-7e-05,6e-05,23182,3.0163e-05,3,9,1,1,26-connected,8,1.0,0.00167,26746,0.00167,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,161162,15.379,15.059,4.159,4.267,19.692,161162,13161,8.17,3983794,2980750,74.82,969606,24.34,33438,0.84,4,7.314,4.491,nonuniform,0.83,21218,0.00167,4411,0.00167,1117,0.00167
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,78,9,181955,157815,86.73,24140,13.27,160707,88.32,21248,11.68,4.5,4.3,-7e-05,6e-05,24140,3.0856e-05,3,9,1,1,26-connected,8,1.0,0.00168,27802,0.00167,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,160707,15.592,15.059,4.166,4.267,19.692,160707,15139,9.42,3970372,2987640,75.25,942114,23.73,40618,1.02,3,7.314,4.491,nonuniform,0.851,21687,0.00167,4858,0.00167,1257,0.00167
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,79,10,181955,158662,87.2,23293,12.8,161606,88.82,20349,11.18,4.5,4.3,-7e-05,6e-05,23293,3.0526e-05,3,9,1,1,26-connected,8,1.0,0.00167,29095,0.00167,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,161606,15.428,15.059,4.159,4.267,19.692,161606,14014,8.67,3992526,2974356,74.5,981930,24.59,36240,0.91,4,7.314,4.491,nonuniform,0.863,22773,0.00167,4892,0.00167,1430,0.00167
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,80,11,181955,158972,87.37,22983,12.63,161590,88.81,20365,11.19,4.5,4.3,-7e-05,6e-05,22983,3.0658e-05,3,9,1,1,26-connected,8,1.0,0.00168,27034,0.00167,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,161590,15.459,15.059,4.129,4.267,19.692,161590,13593,8.41,3993374,2992074,74.93,965918,24.19,35382,0.89,3,7.314,4.491,nonuniform,0.871,21440,0.00167,4442,0.00167,1152,0.00167
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,81,12,181955,159519,87.67,22436,12.33,162212,89.15,19743,10.85,4.5,4.3,-7e-05,6e-05,22436,3.0353e-05,3,9,1,1,26-connected,8,1.0,0.00168,27157,0.00167,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,162212,15.726,15.059,4.189,4.267,19.692,162212,14380,8.86,4008910,3012956,75.16,957122,23.87,38832,0.97,4,7.314,4.491,nonuniform,0.879,21328,0.00167,4604,0.00167,1225,0.00167
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,82,13,181955,160431,88.17,21524,11.83,162899,89.53,19056,10.47,4.5,4.3,-7e-05,6e-05,21524,2.9204e-05,3,9,1,1,26-connected,8,1.0,0.00168,26194,0.00167,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,162899,15.502,15.059,4.204,4.267,19.692,162899,14172,8.7,4027388,3045474,75.62,944046,23.44,37868,0.94,4,7.314,4.491,nonuniform,0.883,20682,0.00167,4435,0.00167,1077,0.00167
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,83,14,181955,159443,87.63,22512,12.37,162226,89.16,19729,10.84,4.5,4.3,-7e-05,6e-05,22512,3.0302e-05,3,9,1,1,26-connected,8,1.0,0.00167,26378,0.00167,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,162226,15.685,15.059,4.206,4.267,19.692,162226,13606,8.39,4007242,3040480,75.87,929840,23.2,36922,0.92,4,7.314,4.491,nonuniform,0.89,20609,0.00167,4476,0.00167,1293,0.00167
R01,ABINITIO3D_OUTPUT_RESTART1,6,7.3,84,15,181955,158990,87.38,22965,12.62,161692,88.86,20263,11.14,4.5,4.3,-7e-05,6e-05,22965,3.0928e-05,3,9,1,1,26-connected,8,1.0,0.00168,25001,0.00167,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,161692,15.808,15.059,4.178,4.267,19.692,161692,13091,8.1,3995434,3057448,76.52,902590,22.59,35396,0.89,4,7.314,4.491,nonuniform,0.9,19645,0.00167,4320,0.00167,1036,0.00167
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,85,16,181955,158425,87.07,23530,12.93,160801,88.37,21154,11.63,4.5,4.3,-7e-05,6e-05,23530,2.8021e-05,3,9,1,1,26-connected,8,1.0,0.00136,23594,0.00136,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,160801,15.76,15.059,4.075,4.267,19.692,160801,13564,8.44,3976992,3028536,76.15,909228,22.86,39228,0.99,4,6.737,4.491,nonuniform,0.326,18787,0.00136,3828,0.00136,979,0.00136
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,86,17,181955,157849,86.75,24106,13.25,160105,87.99,21850,12.01,4.5,4.3,-7e-05,6e-05,24106,2.7143e-05,3,9,1,1,26-connected,8,1.0,0.00125,23560,0.00125,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,160105,15.84,15.059,3.99,4.267,19.692,160105,13705,8.56,3963750,3023324,76.27,900128,22.71,40298,1.02,4,6.737,4.491,nonuniform,0.356,18552,0.00125,3936,0.00125,1072,0.00125
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,87,18,181955,157809,86.73,24146,13.27,159697,87.77,22258,12.23,4.5,4.3,-7e-05,6e-05,24146,2.7428e-05,3,9,1,1,26-connected,8,1.0,0.0012,21231,0.00119,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,159697,15.885,15.059,4.006,4.267,19.692,159697,13244,8.29,3954670,3024346,76.48,892978,22.58,37346,0.94,4,6.737,4.491,nonuniform,0.392,17028,0.00119,3341,0.00119,862,0.00119
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,88,19,181955,158199,86.94,23756,13.06,160100,87.99,21855,12.01,4.3,4.3,-7e-05,6e-05,23756,2.7153e-05,3,9,1,1,26-connected,8,1.0,0.00117,21724,0.00116,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160100,15.741,15.059,3.943,4.267,19.692,160100,13825,8.64,3968628,3029746,76.34,898498,22.64,40384,1.02,4,6.737,4.339,nonuniform,0.408,17341,0.00116,3507,0.00116,876,0.00116
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,89,20,181955,157666,86.65,24289,13.35,159622,87.73,22333,12.27,4.3,4.3,-7e-05,6e-05,24289,2.7687e-05,3,9,1,1,26-connected,8,1.0,0.00115,20729,0.00115,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,159622,15.864,15.059,3.989,4.267,19.692,159622,13291,8.33,3955564,3051736,77.15,865704,21.89,38124,0.96,3,6.737,4.339,nonuniform,0.448,16371,0.00115,3418,0.00115,940,0.00115
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,90,21,181955,158026,86.85,23929,13.15,160019,87.94,21936,12.06,4.3,4.3,-7e-05,6e-05,23929,2.7264e-05,3,9,1,1,26-connected,8,1.0,0.00114,21506,0.00114,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160019,15.88,15.059,4.0,4.267,19.692,160019,13544,8.46,3964754,3049176,76.91,875602,22.08,39976,1.01,4,6.737,4.339,nonuniform,0.461,17041,0.00114,3529,0.00114,936,0.00114
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,91,22,181955,158337,87.02,23618,12.98,160428,88.17,21527,11.83,4.3,4.3,-8e-05,6e-05,23618,2.7233e-05,3,9,1,1,26-connected,8,1.0,0.00113,22560,0.00112,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160428,15.714,15.059,4.043,4.267,19.692,160428,14144,8.82,3975298,3033592,76.31,901554,22.68,40152,1.01,4,6.737,4.339,nonuniform,0.474,17944,0.00112,3639,0.00112,977,0.00112
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,92,23,181955,158278,86.99,23677,13.01,160348,88.13,21607,11.87,4.3,4.3,-8e-05,6e-05,23677,2.8469e-05,3,9,1,1,26-connected,8,1.0,0.00113,22645,0.00112,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160348,15.784,15.059,4.048,4.267,19.692,160348,13741,8.57,3974840,3024514,76.09,911328,22.93,38998,0.98,4,6.737,4.339,nonuniform,0.483,18025,0.00112,3722,0.00112,898,0.00112
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,93,24,181955,158243,86.97,23712,13.03,160195,88.04,21760,11.96,4.3,4.3,-8e-05,6e-05,23712,2.6625e-05,3,9,1,1,26-connected,8,1.0,0.00112,20649,0.00112,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160195,15.804,15.059,4.011,4.267,19.692,160195,13634,8.51,3969472,3020880,76.1,909642,22.92,38950,0.98,4,6.737,4.339,nonuniform,0.483,16519,0.00112,3260,0.00112,870,0.00112
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,94,25,181955,159122,87.45,22833,12.55,161035,88.5,20920,11.5,4.3,4.3,-8e-05,6e-05,22833,2.7787e-05,3,9,1,1,26-connected,8,1.0,0.00112,22413,0.00112,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,161035,15.725,15.059,4.071,4.267,19.692,161035,14107,8.76,3994256,3021624,75.65,932566,23.35,40066,1.0,4,6.737,4.339,nonuniform,0.493,17971,0.00112,3567,0.00112,875,0.00112
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,95,26,181955,158343,87.02,23612,12.98,160404,88.16,21551,11.84,4.3,4.3,-8e-05,6e-05,23612,2.7557e-05,3,9,1,1,26-connected,8,1.0,0.00113,23056,0.00112,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160404,15.79,15.059,4.048,4.267,19.692,160404,14570,9.08,3978050,3008654,75.63,927672,23.32,41724,1.05,4,6.737,4.339,nonuniform,0.523,18344,0.00112,3776,0.00112,936,0.00112
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,96,27,181955,158677,87.21,23278,12.79,160763,88.35,21192,11.65,4.3,4.3,-8e-05,6e-05,23278,2.7521e-05,3,9,1,1,26-connected,8,1.0,0.00112,22587,0.00112,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,160763,15.671,15.059,4.049,4.267,19.692,160763,14240,8.86,3984996,3004934,75.41,940094,23.59,39968,1.0,4,6.737,4.267,nonuniform,0.547,18122,0.00112,3589,0.00112,876,0.00112
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,97,28,181955,158144,86.91,23811,13.09,160363,88.13,21592,11.87,4.3,4.3,-8e-05,6e-05,23811,2.7882e-05,3,9,1,1,26-connected,8,1.0,0.00113,22218,0.00112,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,160363,15.768,15.059,4.066,4.267,19.692,160363,13998,8.73,3976162,3013936,75.8,923734,23.23,38492,0.97,4,6.737,4.267,nonuniform,0.549,17633,0.00112,3610,0.00112,975,0.00112
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,98,29,181955,158312,87.01,23643,12.99,160410,88.16,21545,11.84,4.3,4.3,-9e-05,6e-05,23643,2.8199e-05,3,9,1,1,26-connected,8,1.0,0.00112,23279,0.00112,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,160410,15.778,15.059,4.039,4.267,19.692,160410,14687,9.16,3978534,3005828,75.55,931272,23.41,41434,1.04,4,6.737,4.267,nonuniform,0.548,18501,0.00112,3853,0.00112,925,0.00112
R01,ABINITIO3D_OUTPUT_RESTART1,7,6.7,99,30,181955,158582,87.15,23373,12.85,160642,88.29,21313,11.71,4.3,4.3,-9e-05,6e-05,23373,2.8792e-05,3,9,1,1,26-connected,8,1.0,0.00113,21907,0.00112,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,160642,15.819,15.059,4.041,4.267,19.692,160642,13921,8.67,3985214,3039150,76.26,906700,22.75,39364,0.99,4,6.737,4.267,nonuniform,0.552,17407,0.00112,3609,0.00112,891,0.00112
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,100,31,221119,194126,87.79,26993,12.21,196559,88.89,24560,11.11,4.3,4.0,-8e-05,6e-05,26993,2.6044e-05,3,9,1,1,26-connected,8,1.0,0.00104,27884,0.00104,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,196559,15.697,15.059,4.064,4.0,19.692,196559,16924,8.61,4899126,3712226,75.77,1137286,23.21,49614,1.01,4,4.491,4.267,nonuniform,0.045,22946,0.00104,4014,0.00104,924,0.00104
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,101,32,221119,192733,87.16,28386,12.84,195275,88.31,25844,11.69,4.3,4.0,-7e-05,6e-05,28386,2.5976e-05,3,9,1,1,26-connected,8,1.0,0.00107,29028,0.00107,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,195275,15.729,15.059,4.067,4.0,19.692,195275,16927,8.67,4862206,3677630,75.64,1136436,23.37,48140,0.99,4,4.491,4.267,nonuniform,0.271,23528,0.00107,4510,0.00107,990,0.00107
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,102,33,221119,193511,87.51,27608,12.49,195995,88.64,25124,11.36,4.3,4.0,-8e-05,7e-05,27608,2.9177e-05,3,9,1,1,26-connected,8,1.0,0.00111,29846,0.00111,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,195995,15.767,15.059,4.056,4.0,19.692,195995,15972,8.15,4881946,3695652,75.7,1142608,23.4,43686,0.89,4,4.491,4.267,nonuniform,0.433,24194,0.00111,4679,0.00111,973,0.00111
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,103,34,221119,193651,87.58,27468,12.42,196077,88.67,25042,11.33,4.3,4.0,-8e-05,7e-05,27468,2.9603e-05,3,9,1,1,26-connected,8,1.0,0.00116,28833,0.00115,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,196077,15.891,15.059,4.059,4.0,19.692,196077,16253,8.29,4884506,3716726,76.09,1123446,23.0,44334,0.91,4,4.491,4.267,nonuniform,0.477,23208,0.00115,4598,0.00115,1027,0.00115
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,104,35,221119,193839,87.66,27280,12.34,196333,88.79,24786,11.21,4.3,4.0,-9e-05,7e-05,27280,3.0639e-05,3,9,1,1,26-connected,8,1.0,0.00117,30224,0.00116,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,196333,15.891,15.059,4.053,4.0,19.692,196333,17210,8.77,4889518,3710588,75.89,1129184,23.09,49746,1.02,4,4.491,4.267,nonuniform,0.396,24409,0.00116,4751,0.00116,1064,0.00116
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,105,36,221119,193881,87.68,27238,12.32,196487,88.86,24632,11.14,4.3,4.0,-9e-05,7e-05,27238,3.1231e-05,3,9,1,1,26-connected,8,1.0,0.00118,32875,0.00117,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,196487,15.882,15.059,4.031,4.0,19.692,196487,17725,9.02,4894828,3693206,75.45,1152630,23.55,48992,1.0,4,4.491,4.267,nonuniform,0.362,26409,0.00117,5374,0.00117,1092,0.00117
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,106,37,221119,194558,87.99,26561,12.01,197067,89.12,24052,10.88,4.3,4.0,-0.0001,7e-05,26561,3.1994e-05,3,9,1,1,26-connected,8,1.0,0.00119,31772,0.00119,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,197067,15.953,15.059,4.084,4.0,19.692,197067,17663,8.96,4910028,3733242,76.03,1126158,22.94,50628,1.03,4,4.491,4.267,nonuniform,0.36,25562,0.00119,5082,0.00119,1128,0.00119
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,107,38,221119,194884,88.14,26235,11.86,197561,89.35,23558,10.65,4.3,4.0,-0.0001,7e-05,26235,3.2513e-05,3,9,1,1,26-connected,8,1.0,0.0012,32835,0.0012,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,197561,15.968,15.059,4.096,4.0,19.692,197561,17933,9.08,4923056,3738032,75.93,1133966,23.03,51058,1.04,4,4.491,4.267,nonuniform,0.356,26365,0.0012,5396,0.0012,1074,0.0012
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,108,39,221119,194566,87.99,26553,12.01,196917,89.05,24202,10.95,4.3,4.0,-0.00011,8e-05,26553,3.3206e-05,3,9,1,1,26-connected,8,1.0,0.00122,31586,0.00121,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,196917,15.986,15.059,4.056,4.0,19.692,196917,17691,8.98,4906324,3725540,75.93,1130548,23.04,50236,1.02,4,4.491,4.267,nonuniform,0.37,25420,0.00121,5061,0.00121,1105,0.00121
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,109,40,221119,194587,88.0,26532,12.0,197107,89.14,24012,10.86,4.3,4.0,-0.00011,8e-05,26532,3.3374e-05,3,9,1,1,26-connected,8,1.0,0.00124,33003,0.00123,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,197107,15.944,15.059,4.074,4.0,19.692,197107,17736,9.0,4909884,3708084,75.52,1152116,23.47,49684,1.01,4,4.491,4.267,nonuniform,0.59,26761,0.00123,5090,0.00123,1152,0.00123
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,110,41,221119,195028,88.2,26091,11.8,197444,89.29,23675,10.71,4.3,4.0,-0.00012,8e-05,26091,3.4736e-05,3,9,1,1,26-connected,8,1.0,0.00125,31882,0.00124,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,197444,15.997,15.059,4.065,4.0,19.692,197444,16872,8.55,4919612,3747064,76.17,1124296,22.85,48252,0.98,4,4.491,4.267,nonuniform,0.627,25721,0.00125,5079,0.00125,1082,0.00124
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,111,42,221119,195136,88.25,25983,11.75,197499,89.32,23620,10.68,4.3,4.0,-0.00012,9e-05,25983,3.5028e-05,3,9,1,1,26-connected,8,1.0,0.00128,31752,0.00128,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,197499,15.997,15.059,4.076,4.0,19.692,197499,17029,8.62,4920992,3735326,75.91,1137530,23.12,48136,0.98,4,4.491,4.267,nonuniform,0.69,25487,0.00128,5170,0.00128,1095,0.00128
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,112,43,221119,194295,87.87,26824,12.13,196722,88.97,24397,11.03,4.3,4.0,-0.00012,8e-05,26824,3.4482e-05,3,9,1,1,26-connected,8,1.0,0.00127,32247,0.00127,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,196722,15.967,15.059,4.073,4.0,19.692,196722,17729,9.01,4900162,3695694,75.42,1154150,23.55,50318,1.03,4,4.491,4.267,nonuniform,0.691,26055,0.00127,5063,0.00127,1129,0.00127
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,113,44,221119,194528,87.97,26591,12.03,196882,89.04,24237,10.96,4.3,4.0,-0.00013,9e-05,26591,3.5927e-05,3,9,1,1,26-connected,8,1.0,0.00131,32830,0.00131,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,196882,15.978,15.059,4.076,4.0,19.692,196882,16905,8.59,4905420,3709878,75.63,1148730,23.42,46812,0.95,4,4.491,4.267,nonuniform,0.752,26511,0.00131,5197,0.00131,1122,0.00131
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,114,45,221119,194156,87.81,26963,12.19,196654,88.94,24465,11.06,4.3,4.0,-0.00013,9e-05,26963,3.5724e-05,3,9,1,1,26-connected,8,1.0,0.00129,34902,0.00128,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,196654,16.021,15.059,4.074,4.0,19.692,196654,17508,8.9,4898510,3703512,75.6,1146460,23.4,48538,0.99,4,4.491,4.267,nonuniform,0.722,28003,0.00128,5706,0.00128,1193,0.00128
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,115,46,221119,194266,87.86,26853,12.14,196802,89.0,24317,11.0,4.2,4.0,-0.00013,9e-05,26853,3.6696e-05,3,9,1,1,26-connected,8,1.0,0.00132,35420,0.00131,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.81,196802,15.979,15.059,4.079,4.0,19.692,196802,17127,8.7,4901970,3684548,75.16,1169170,23.85,48252,0.98,4,4.491,4.197,nonuniform,0.756,28539,0.00131,5721,0.00131,1160,0.00131
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,116,47,221119,194041,87.75,27078,12.25,196590,88.91,24529,11.09,4.2,4.0,-0.00013,9e-05,27078,3.6945e-05,3,9,1,1,26-connected,8,1.0,0.00132,36094,0.00131,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.81,196590,16.023,15.059,4.09,4.0,19.692,196590,17439,8.87,4896990,3700654,75.57,1147314,23.43,49022,1.0,4,4.491,4.197,nonuniform,0.753,28825,0.00131,5974,0.00131,1295,0.00131
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,117,48,221119,194029,87.75,27090,12.25,196315,88.78,24804,11.22,4.2,4.0,-0.00013,9e-05,27090,3.5846e-05,3,9,1,1,26-connected,8,1.0,0.00131,34263,0.0013,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.81,196315,16.036,15.059,4.065,4.0,19.692,196315,17936,9.14,4888820,3697306,75.63,1140472,23.33,51042,1.04,4,4.491,4.197,nonuniform,0.743,27281,0.0013,5667,0.0013,1315,0.0013
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,118,49,221119,194847,88.12,26272,11.88,197023,89.1,24096,10.9,4.2,4.0,-0.00014,0.0001,26272,3.7569e-05,3,9,1,1,26-connected,8,1.0,0.00135,36064,0.00134,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.81,197023,15.905,15.059,4.087,4.0,19.692,197023,17094,8.68,4908040,3673388,74.84,1187168,24.19,47484,0.97,4,4.491,4.197,nonuniform,0.782,28938,0.00134,5907,0.00134,1219,0.00134
R01,ABINITIO3D_OUTPUT_RESTART1,8,4.5,119,50,221119,193952,87.71,27167,12.29,196210,88.74,24909,11.26,4.2,4.0,-0.00014,9e-05,27167,3.5954e-05,3,9,1,1,26-connected,8,1.0,0.00132,34983,0.00132,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.81,196210,15.917,15.059,4.065,4.0,19.692,196210,17684,9.01,4886056,3656586,74.84,1179088,24.13,50382,1.03,4,4.491,4.197,nonuniform,0.754,28144,0.00132,5629,0.00132,1210,0.00132
