run,file,stage,stage_lp,iteration,nu_iter,mask_voxels,before_base_voxels,before_base_pct,before_aux_voxels,before_aux_pct,after_base_voxels,after_base_pct,after_aux_voxels,after_aux_pct,aux_resolution,aux_nearest_lp,aux_margin_mean,aux_margin_win,aux_margin_wins,smoothing_beta,smoothing_maxits,smoothing_candidates,smoothing_auxiliary,smoothing_step_tolerance,smoothing_neighborhood,smoothing_color_passes,smoothing_quad_frac,smoothing_initial_energy,smoothing_changed_total,smoothing_final_energy,candidate_coords,voxels_analyzed,local_mean_A,local_median_A,local_sigma_A,local_min_A,local_max_A,base_bank_voxels,disc_voxels,disc_voxels_pct,neighbor_pairs,identical_pairs,identical_pairs_pct,tolerated_pairs,tolerated_pairs_pct,discontinuous_pairs,discontinuous_pairs_pct,max_step_diff,matching_lp_A,fsc143_A,filter_mode,orientation_overlap,smoothing_changed_1,smoothing_energy_1,smoothing_changed_2,smoothing_energy_2,smoothing_changed_3,smoothing_energy_3
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,117,34,221119,193998,87.73,27121,12.27,196441,88.84,24678,11.16,4.3,4.0,-0.0001,7e-05,27121,3.0098e-05,3,9,1,1,26-connected,8,1.0,0.00125,30382,0.00124,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,196441,15.68,15.059,4.124,4.0,19.692,196441,17058,8.68,4881254,3681050,75.41,1152268,23.61,47936,0.98,4,4.491,4.267,nonuniform,0.474,24764,0.00124,4706,0.00124,912,0.00124
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,118,35,221119,193596,87.55,27523,12.45,196190,88.73,24929,11.27,4.3,4.0,-0.0001,7e-05,27523,3.2251e-05,3,9,1,1,26-connected,8,1.0,0.00126,32390,0.00125,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,196190,15.698,15.059,4.108,4.0,19.692,196190,17606,8.97,4877294,3673044,75.31,1154508,23.67,49742,1.02,4,4.491,4.267,nonuniform,0.483,26219,0.00125,5074,0.00125,1097,0.00125
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,119,36,221119,193137,87.35,27982,12.65,195683,88.5,25436,11.5,4.3,4.0,-0.00011,7e-05,27982,3.1864e-05,3,9,1,1,26-connected,8,1.0,0.00128,29567,0.00127,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.74,195683,15.788,15.059,4.079,4.0,19.692,195683,17239,8.81,4864540,3681238,75.67,1134072,23.31,49230,1.01,4,4.491,4.267,nonuniform,0.487,23939,0.00127,4740,0.00127,888,0.00127
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,120,37,221119,194152,87.8,26967,12.2,196612,88.92,24507,11.08,4.2,4.0,-0.00012,8e-05,26967,3.3381e-05,3,9,1,1,26-connected,8,1.0,0.00129,32139,0.00128,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.81,196612,15.682,15.059,4.137,4.0,19.692,196612,17803,9.05,4888520,3661526,74.9,1177044,24.08,49950,1.02,4,4.491,4.197,nonuniform,0.46,26236,0.00128,4936,0.00128,967,0.00128
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,121,38,221119,193674,87.59,27445,12.41,196057,88.67,25062,11.33,4.2,4.0,-0.00012,8e-05,27445,3.3082e-05,3,9,1,1,26-connected,8,1.0,0.0013,32589,0.00129,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.81,196057,15.688,15.059,4.114,4.0,19.692,196057,18571,9.47,4873710,3643146,74.75,1176400,24.14,54164,1.11,4,4.491,4.197,nonuniform,0.457,26563,0.00129,5028,0.00129,998,0.00129
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,122,39,221119,193747,87.62,27372,12.38,196020,88.65,25099,11.35,4.2,4.0,-0.00013,9e-05,27372,3.4117e-05,3,9,1,1,26-connected,8,1.0,0.00131,32906,0.00131,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.81,196020,15.734,15.059,4.109,4.0,19.692,196020,17833,9.1,4874516,3639764,74.67,1184814,24.31,49938,1.02,4,4.491,4.197,nonuniform,0.46,26569,0.00131,5282,0.00131,1055,0.00131
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,123,40,221119,193858,87.67,27261,12.33,196121,88.69,24998,11.31,4.1,4.0,-0.00013,9e-05,27261,3.502e-05,3,9,1,1,26-connected,8,1.0,0.00132,32625,0.00132,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.87,196121,15.643,15.059,4.099,4.0,19.692,196121,17919,9.14,4876474,3620734,74.25,1205166,24.71,50574,1.04,4,4.491,4.129,nonuniform,0.407,26698,0.00132,4945,0.00132,982,0.00132
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,124,41,221119,193420,87.47,27699,12.53,195742,88.52,25377,11.48,4.1,4.0,-0.00014,9e-05,27699,3.4898e-05,3,9,1,1,26-connected,8,1.0,0.00133,33782,0.00132,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.94,195742,15.67,15.059,4.102,4.0,19.692,195742,17985,9.19,4865908,3619626,74.39,1195078,24.56,51204,1.05,4,4.491,4.063,nonuniform,0.411,27363,0.00132,5385,0.00132,1034,0.00132
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,125,42,221119,193060,87.31,28059,12.69,195340,88.34,25779,11.66,4.1,4.0,-0.00014,0.0001,28059,3.6107e-05,3,9,1,1,26-connected,8,1.0,0.00134,34013,0.00133,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.94,195340,15.573,15.059,4.06,4.0,19.692,195340,17020,8.71,4858582,3588996,73.87,1222668,25.17,46918,0.97,4,4.491,4.063,nonuniform,0.413,27632,0.00133,5373,0.00133,1008,0.00133
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,126,43,221119,193747,87.62,27372,12.38,195934,88.61,25185,11.39,4.1,4.0,-0.00014,0.0001,27372,3.6121e-05,3,9,1,1,26-connected,8,1.0,0.00136,35606,0.00135,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.94,195934,15.536,15.059,4.107,4.0,19.692,195934,17911,9.14,4872980,3592982,73.73,1231242,25.27,48756,1.0,4,4.491,4.063,nonuniform,0.414,28966,0.00135,5477,0.00135,1163,0.00135
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,127,44,221119,193399,87.46,27720,12.54,195540,88.43,25579,11.57,4.1,4.0,-0.00015,9e-05,27720,3.5077e-05,3,9,1,1,26-connected,8,1.0,0.00136,33370,0.00136,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.94,195540,15.676,15.059,4.133,4.0,19.692,195540,17885,9.15,4861766,3620110,74.46,1191166,24.5,50490,1.04,4,4.491,4.063,nonuniform,0.418,27213,0.00136,5138,0.00136,1019,0.00136
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,128,45,221119,193555,87.53,27564,12.47,195742,88.52,25377,11.48,4.1,4.0,-0.00015,9e-05,27564,3.5496e-05,3,9,1,1,26-connected,8,1.0,0.00137,36125,0.00136,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.94,195742,15.527,15.059,4.139,4.0,19.692,195742,17827,9.11,4866650,3582218,73.61,1236818,25.41,47614,0.98,4,4.491,4.063,nonuniform,0.37,29321,0.00136,5679,0.00136,1125,0.00136
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,129,46,221119,193204,87.38,27915,12.62,195519,88.42,25600,11.58,4.1,4.0,-0.00016,9e-05,27915,3.5371e-05,3,9,1,1,26-connected,8,1.0,0.00139,35229,0.00138,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.94,195519,15.602,15.059,4.128,4.0,19.692,195519,18869,9.65,4860642,3597054,74.0,1211734,24.93,51854,1.07,4,4.491,4.063,nonuniform,0.421,28487,0.00138,5614,0.00138,1128,0.00138
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,130,47,221119,192577,87.09,28542,12.91,194805,88.1,26314,11.9,4.1,4.0,-0.00016,0.0001,28542,3.8289e-05,3,9,1,1,26-connected,8,1.0,0.00139,37038,0.00138,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.94,194805,15.613,15.059,4.082,4.0,19.692,194805,18669,9.58,4845136,3547392,73.22,1246580,25.73,51164,1.06,4,4.491,4.063,nonuniform,0.382,30001,0.00138,5914,0.00138,1123,0.00138
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,131,48,221119,193198,87.37,27921,12.63,195497,88.41,25622,11.59,4.1,4.0,-0.00016,0.0001,27921,3.6782e-05,3,9,1,1,26-connected,8,1.0,0.0014,35418,0.00139,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.94,195497,15.649,15.059,4.098,4.0,19.692,195497,18037,9.23,4861820,3607422,74.2,1204072,24.77,50326,1.04,4,4.491,4.063,nonuniform,0.388,28455,0.00139,5728,0.00139,1235,0.00139
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,132,49,221119,193016,87.29,28103,12.71,195319,88.33,25800,11.67,4.0,4.0,-0.00016,9e-05,28103,3.5458e-05,3,9,1,1,26-connected,8,1.0,0.0014,32804,0.0014,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,195319,15.632,15.059,4.079,4.0,19.692,195319,19032,9.74,4857368,3600880,74.13,1202876,24.76,53612,1.1,4,4.491,4.0,nonuniform,0.384,26713,0.0014,5085,0.0014,1006,0.0014
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,133,50,221119,192702,87.15,28417,12.85,195184,88.27,25935,11.73,4.0,4.0,-0.00017,0.0001,28417,3.7429e-05,3,9,1,1,26-connected,8,1.0,0.00141,34761,0.0014,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,195184,15.519,15.059,4.042,4.0,19.692,195184,19387,9.93,4854658,3578074,73.7,1222284,25.18,54300,1.12,4,4.491,4.0,nonuniform,0.392,28154,0.0014,5383,0.0014,1224,0.0014
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,134,51,221119,192729,87.16,28390,12.84,195206,88.28,25913,11.72,4.0,4.0,-0.00017,0.0001,28390,3.5725e-05,3,9,1,1,26-connected,8,1.0,0.00142,32388,0.00141,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,195206,15.623,15.059,4.121,4.0,19.692,195206,20106,10.3,4853622,3591660,74.0,1204410,24.81,57552,1.19,4,4.491,4.0,nonuniform,0.397,26257,0.00141,5045,0.00141,1086,0.00141
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,135,52,221119,192362,86.99,28757,13.01,194848,88.12,26271,11.88,4.0,4.0,-0.00017,0.0001,28757,3.7872e-05,3,9,1,1,26-connected,8,1.0,0.00143,34918,0.00142,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,194848,15.525,15.059,4.092,4.0,19.692,194848,19558,10.04,4846160,3559650,73.45,1233854,25.46,52656,1.09,4,4.491,4.0,nonuniform,0.397,28442,0.00142,5485,0.00142,991,0.00142
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,136,53,221119,192410,87.02,28709,12.98,194861,88.12,26258,11.88,4.0,4.0,-0.00018,0.0001,28709,3.6951e-05,3,9,1,1,26-connected,8,1.0,0.00143,35386,0.00143,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,194861,15.619,15.059,4.09,4.0,19.692,194861,19858,10.19,4846118,3575012,73.77,1213872,25.05,57234,1.18,4,4.491,4.0,nonuniform,0.4,28814,0.00143,5531,0.00143,1041,0.00143
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,137,54,221119,192190,86.92,28929,13.08,194669,88.04,26450,11.96,4.0,4.0,-0.00017,0.00011,28929,3.876e-05,3,9,1,1,26-connected,8,1.0,0.00144,35872,0.00144,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,194669,15.689,15.059,4.11,4.0,19.692,194669,19910,10.23,4841854,3570966,73.75,1214042,25.07,56846,1.17,4,4.491,4.0,nonuniform,0.401,29133,0.00144,5626,0.00144,1113,0.00144
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,138,55,221119,192688,87.14,28431,12.86,195141,88.25,25978,11.75,4.0,4.0,-0.00018,0.0001,28431,3.6949e-05,3,9,1,1,26-connected,8,1.0,0.00144,34238,0.00144,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,195141,15.577,15.059,4.144,4.0,19.692,195141,19428,9.96,4850468,3581676,73.84,1214124,25.03,54668,1.13,4,4.491,4.0,nonuniform,0.407,27763,0.00144,5390,0.00144,1085,0.00144
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,139,56,221119,192639,87.12,28480,12.88,195198,88.28,25921,11.72,4.0,4.0,-0.00018,0.0001,28480,3.7107e-05,3,9,1,1,26-connected,8,1.0,0.00145,37686,0.00144,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,195198,15.436,15.059,4.111,4.0,19.692,195198,19999,10.25,4854338,3519532,72.5,1277298,26.31,57508,1.18,4,4.491,4.0,nonuniform,0.405,30437,0.00144,5935,0.00144,1314,0.00144
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,140,57,221119,191981,86.82,29138,13.18,194684,88.04,26435,11.96,4.0,4.0,-0.00018,0.0001,29138,3.7558e-05,3,9,1,1,26-connected,8,1.0,0.00145,37767,0.00145,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,194684,15.552,15.059,4.112,4.0,19.692,194684,20475,10.52,4842966,3521336,72.71,1264772,26.12,56858,1.17,4,4.491,4.0,nonuniform,0.408,30661,0.00145,5942,0.00145,1164,0.00145
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,141,58,221119,192639,87.12,28480,12.88,195188,88.27,25931,11.73,4.0,4.0,-0.00019,0.0001,28480,3.7184e-05,3,9,1,1,26-connected,8,1.0,0.00146,38161,0.00145,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,195188,15.432,15.059,4.094,4.0,19.692,195188,20332,10.42,4853056,3526872,72.67,1269390,26.16,56794,1.17,4,4.491,4.0,nonuniform,0.401,31002,0.00145,5899,0.00145,1260,0.00145
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,142,59,221119,192520,87.07,28599,12.93,195070,88.22,26049,11.78,4.0,4.0,-0.00019,0.0001,28599,3.7543e-05,3,9,1,1,26-connected,8,1.0,0.00147,38307,0.00146,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,195070,15.516,15.059,4.125,4.0,19.692,195070,20073,10.29,4851674,3535662,72.88,1259850,25.97,56162,1.16,4,4.491,4.0,nonuniform,0.411,30902,0.00146,6115,0.00146,1290,0.00146
R05,ABINITIO3D_OUTPUT_RESTART5,8,4.5,143,60,221119,192481,87.05,28638,12.95,195177,88.27,25942,11.73,4.0,4.0,-0.00019,0.0001,28638,3.7013e-05,3,9,1,1,26-connected,8,1.0,0.00147,38444,0.00146,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 8.00,195177,15.451,15.059,4.1,4.0,19.692,195177,20553,10.53,4854060,3516550,72.45,1279478,26.36,58032,1.2,4,4.491,4.0,nonuniform,0.405,31190,0.00146,5990,0.00146,1264,0.00146
R06,ABINITIO3D_OUTPUT_RESTART6,6,7.3,77,1,181955,157027,86.3,24928,13.7,160377,88.14,21578,11.86,4.6,4.3,-4e-05,5e-05,24928,3.128e-05,3,9,1,1,26-connected,8,1.0,0.00161,39981,0.0016,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.60,160377,12.675,12.19,3.997,4.267,19.692,160377,13937,8.69,3961200,2876086,72.61,1057418,26.69,27696,0.7,3,7.314,4.571,nonuniform,0.504,31180,0.0016,6898,0.0016,1903,0.0016
R06,ABINITIO3D_OUTPUT_RESTART6,6,7.3,78,2,181955,156448,85.98,25507,14.02,159717,87.78,22238,12.22,4.6,4.3,-5e-05,5e-05,25507,2.9703e-05,3,9,1,1,26-connected,8,1.0,0.00161,36785,0.0016,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.60,159717,13.612,12.19,4.258,4.267,19.692,159717,15577,9.75,3942512,2839584,72.02,1069366,27.12,33562,0.85,3,7.314,4.571,nonuniform,0.499,29000,0.0016,6092,0.0016,1693,0.0016
R06,ABINITIO3D_OUTPUT_RESTART6,6,7.3,79,3,181955,157200,86.39,24755,13.61,160108,87.99,21847,12.01,4.6,4.3,-6e-05,6e-05,24755,2.9403e-05,3,9,1,1,26-connected,8,1.0,0.00161,33841,0.0016,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.60,160108,14.11,15.059,4.148,4.267,19.692,160108,13666,8.54,3956418,2827692,71.47,1099180,27.78,29546,0.75,3,7.314,4.571,nonuniform,0.506,26874,0.00161,5467,0.0016,1500,0.0016
R06,ABINITIO3D_OUTPUT_RESTART6,6,7.3,80,4,181955,157328,86.47,24627,13.53,160287,88.09,21668,11.91,4.6,4.3,-6e-05,6e-05,24627,2.9768e-05,3,9,1,1,26-connected,8,1.0,0.00162,30476,0.00161,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.60,160287,14.745,15.059,4.21,4.267,19.692,160287,13603,8.49,3958846,2891708,73.04,1037164,26.2,29974,0.76,3,7.314,4.571,nonuniform,0.525,24012,0.00161,5088,0.00161,1376,0.00161
R06,ABINITIO3D_OUTPUT_RESTART6,6,7.3,81,5,181955,158108,86.89,23847,13.11,160747,88.34,21208,11.66,4.5,4.3,-6e-05,6e-05,23847,2.9521e-05,3,9,1,1,26-connected,8,1.0,0.00161,27352,0.00161,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,160747,15.118,15.059,4.217,4.267,19.692,160747,12862,8.0,3970232,2941820,74.1,998482,25.15,29930,0.75,3,7.314,4.491,nonuniform,0.487,21760,0.00161,4376,0.00161,1216,0.00161
R06,ABINITIO3D_OUTPUT_RESTART6,6,7.3,82,6,181955,157912,86.79,24043,13.21,160636,88.28,21319,11.72,4.5,4.3,-7e-05,6e-05,24043,2.9729e-05,3,9,1,1,26-connected,8,1.0,0.00162,26166,0.00161,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,160636,15.399,15.059,4.173,4.267,19.692,160636,12658,7.88,3969668,2986680,75.24,951434,23.97,31554,0.79,4,7.314,4.491,nonuniform,0.492,20501,0.00161,4477,0.00161,1188,0.00161
R06,ABINITIO3D_OUTPUT_RESTART6,6,7.3,83,7,181955,158570,87.15,23385,12.85,161108,88.54,20847,11.46,4.5,4.3,-7e-05,6e-05,23385,3.0362e-05,3,9,1,1,26-connected,8,1.0,0.00161,24972,0.00161,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.70,161108,15.561,15.059,4.191,4.267,19.692,161108,12228,7.59,3981190,3024050,75.96,926636,23.28,30504,0.77,4,7.314,4.491,nonuniform,0.489,19640,0.00161,4241,0.00161,1091,0.00161
R06,ABINITIO3D_OUTPUT_RESTART6,6,7.3,84,8,181955,158912,87.34,23043,12.66,161439,88.72,20516,11.28,4.3,4.3,-7e-05,7e-05,23043,3.0475e-05,3,9,1,1,26-connected,8,1.0,0.00162,26916,0.00161,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,161439,15.501,15.059,4.157,4.267,19.692,161439,12268,7.6,3991512,3006960,75.33,955590,23.94,28962,0.73,3,7.314,4.339,nonuniform,0.516,21125,0.00161,4553,0.00161,1238,0.00161
R06,ABINITIO3D_OUTPUT_RESTART6,6,7.3,85,9,181955,158505,87.11,23450,12.89,161043,88.51,20912,11.49,4.3,4.3,-7e-05,7e-05,23450,3.107e-05,3,9,1,1,26-connected,8,1.0,0.00163,28183,0.00162,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,161043,15.665,15.059,4.119,4.267,19.692,161043,12852,7.98,3982408,2996052,75.23,954344,23.96,32012,0.8,4,7.314,4.339,nonuniform,0.532,21949,0.00162,4843,0.00162,1391,0.00162
R06,ABINITIO3D_OUTPUT_RESTART6,6,7.3,86,10,181955,157947,86.81,24008,13.19,160419,88.16,21536,11.84,4.3,4.3,-7e-05,7e-05,24008,3.254e-05,3,9,1,1,26-connected,8,1.0,0.00163,25172,0.00162,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160419,15.822,15.059,4.06,4.267,19.692,160419,12254,7.64,3968984,3010826,75.86,926704,23.35,31454,0.79,4,7.314,4.339,nonuniform,0.537,19603,0.00162,4356,0.00162,1213,0.00162
R06,ABINITIO3D_OUTPUT_RESTART6,6,7.3,87,11,181955,158066,86.87,23889,13.13,160807,88.38,21148,11.62,4.3,4.3,-7e-05,7e-05,23889,3.1752e-05,3,9,1,1,26-connected,8,1.0,0.00164,26840,0.00163,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160807,15.829,15.059,4.094,4.267,19.692,160807,14145,8.8,3977314,3016204,75.84,924154,23.24,36956,0.93,3,7.314,4.339,nonuniform,0.539,20748,0.00163,4665,0.00163,1427,0.00163
R06,ABINITIO3D_OUTPUT_RESTART6,6,7.3,88,12,181955,157747,86.7,24208,13.3,160709,88.32,21246,11.68,4.3,4.3,-7e-05,7e-05,24208,3.2221e-05,3,9,1,1,26-connected,8,1.0,0.00164,27980,0.00163,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160709,15.808,15.059,4.094,4.267,19.692,160709,13377,8.32,3972004,3025666,76.17,911684,22.95,34654,0.87,4,7.314,4.339,nonuniform,0.54,21619,0.00163,4864,0.00163,1497,0.00163
R06,ABINITIO3D_OUTPUT_RESTART6,6,7.3,89,13,181955,158426,87.07,23529,12.93,160985,88.48,20970,11.52,4.3,4.3,-7e-05,7e-05,23529,3.0874e-05,3,9,1,1,26-connected,8,1.0,0.00164,25526,0.00163,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160985,15.872,15.059,4.114,4.267,19.692,160985,13741,8.54,3979446,3045856,76.54,898154,22.57,35436,0.89,4,7.314,4.339,nonuniform,0.55,19708,0.00163,4432,0.00163,1386,0.00163
R06,ABINITIO3D_OUTPUT_RESTART6,6,7.3,90,14,181955,158003,86.84,23952,13.16,160636,88.28,21319,11.72,4.3,4.3,-7e-05,7e-05,23952,3.05e-05,3,9,1,1,26-connected,8,1.0,0.00164,25233,0.00163,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160636,15.832,15.059,4.053,4.267,19.692,160636,13282,8.27,3971224,3020724,76.07,914918,23.04,35582,0.9,3,7.314,4.339,nonuniform,0.542,19446,0.00163,4414,0.00163,1373,0.00163
R06,ABINITIO3D_OUTPUT_RESTART6,6,7.3,91,15,181955,158304,87.0,23651,13.0,161067,88.52,20888,11.48,4.3,4.3,-7e-05,7e-05,23651,3.1337e-05,3,9,1,1,26-connected,8,1.0,0.00164,26097,0.00164,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,161067,15.867,15.059,4.063,4.267,19.692,161067,13793,8.56,3982064,3024456,75.95,920646,23.12,36962,0.93,3,7.314,4.339,nonuniform,0.544,20498,0.00164,4374,0.00164,1225,0.00164
R06,ABINITIO3D_OUTPUT_RESTART6,7,6.7,92,16,181955,157743,86.69,24212,13.31,159880,87.87,22075,12.13,4.3,4.3,-7e-05,7e-05,24212,3.1574e-05,3,9,1,1,26-connected,8,1.0,0.00136,22929,0.00136,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,159880,15.976,15.059,3.957,4.267,19.692,159880,12265,7.67,3962354,3038734,76.69,892156,22.52,31464,0.79,3,6.737,4.339,nonuniform,0.277,17709,0.00136,4087,0.00136,1133,0.00136
R06,ABINITIO3D_OUTPUT_RESTART6,7,6.7,93,17,181955,158391,87.05,23564,12.95,160379,88.14,21576,11.86,4.3,4.3,-7e-05,7e-05,23564,2.9072e-05,3,9,1,1,26-connected,8,1.0,0.00127,22541,0.00127,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160379,15.812,15.059,3.997,4.267,19.692,160379,12746,7.95,3975512,3031892,76.26,910398,22.9,33222,0.84,3,6.737,4.339,nonuniform,0.344,18010,0.00127,3643,0.00127,888,0.00127
R06,ABINITIO3D_OUTPUT_RESTART6,7,6.7,94,18,181955,158333,87.02,23622,12.98,160194,88.04,21761,11.96,4.3,4.3,-7e-05,7e-05,23622,2.9117e-05,3,9,1,1,26-connected,8,1.0,0.00121,22955,0.00121,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160194,15.852,15.059,3.947,4.267,19.692,160194,13095,8.17,3973114,3017094,75.94,921134,23.18,34886,0.88,3,6.737,4.339,nonuniform,0.362,18396,0.00121,3539,0.00121,1020,0.00121
R06,ABINITIO3D_OUTPUT_RESTART6,7,6.7,95,19,181955,158351,87.03,23604,12.97,160395,88.15,21560,11.85,4.3,4.3,-7e-05,6e-05,23604,2.8095e-05,3,9,1,1,26-connected,8,1.0,0.00118,23897,0.00117,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160395,15.819,15.059,4.01,4.267,19.692,160395,14643,9.13,3976710,3006226,75.6,930290,23.39,40194,1.01,3,6.737,4.339,nonuniform,0.391,19051,0.00117,3791,0.00117,1055,0.00117
R06,ABINITIO3D_OUTPUT_RESTART6,7,6.7,96,20,181955,158460,87.09,23495,12.91,160393,88.15,21562,11.85,4.3,4.3,-7e-05,6e-05,23495,2.844e-05,3,9,1,1,26-connected,8,1.0,0.00116,23505,0.00115,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,160393,15.894,15.059,4.019,4.267,19.692,160393,14179,8.84,3977278,3020386,75.94,918696,23.1,38196,0.96,4,6.737,4.339,nonuniform,0.423,18686,0.00115,3789,0.00115,1030,0.00115
R06,ABINITIO3D_OUTPUT_RESTART6,7,6.7,97,21,181955,157772,86.71,24183,13.29,159814,87.83,22141,12.17,4.3,4.3,-7e-05,6e-05,24183,2.9001e-05,3,9,1,1,26-connected,8,1.0,0.00115,23554,0.00114,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,159814,15.773,15.059,3.946,4.267,19.692,159814,14382,9.0,3965496,2994058,75.5,932252,23.51,39186,0.99,4,6.737,4.339,nonuniform,0.437,18895,0.00114,3698,0.00114,961,0.00114
R06,ABINITIO3D_OUTPUT_RESTART6,7,6.7,98,22,181955,159158,87.47,22797,12.53,161062,88.52,20893,11.48,4.3,4.3,-8e-05,6e-05,22797,2.7839e-05,3,9,1,1,26-connected,8,1.0,0.00113,22027,0.00113,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,161062,15.728,15.059,4.053,4.267,19.692,161062,14037,8.72,3994542,3034106,75.96,920214,23.04,40222,1.01,4,6.737,4.339,nonuniform,0.456,17623,0.00113,3579,0.00113,825,0.00113
R06,ABINITIO3D_OUTPUT_RESTART6,7,6.7,99,23,181955,159152,87.47,22803,12.53,161001,88.48,20954,11.52,4.3,4.3,-8e-05,6e-05,22803,2.7032e-05,3,9,1,1,26-connected,8,1.0,0.00113,22652,0.00112,1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 7.90,161001,15.613,15.059,4.055,4.267,19.692,161001,13904,8.64,3992474,3013864,75.49,940380,23.55,38230,0.96,4,6.737,4.339,nonuniform,0.463,18279,0.00112,3567,0.00112,806,0.00112
